#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
           0       9.258373e-04       9.442421e-05       5.232193e-04       8.285274e-02       4.680473e-03       1.599461e-02
       10000       1.095826e-03       1.870103e-04       6.505816e-04       6.762524e-02       5.227925e-03       1.641749e-02
       20000       1.154984e-03       2.083320e-04       6.951502e-04       9.213511e-02       3.639168e-03       1.741465e-02
       30000       1.474784e-03       2.813726e-04       6.590131e-04       8.038954e-02       3.861366e-03       1.715601e-02
       40000       6.977284e-04       1.164418e-04       4.735006e-04       1.216080e-01       4.462519e-03       1.869738e-02
       50000       1.177629e-03       1.484386e-04       5.669724e-04       5.563848e-02       4.110492e-03       1.626586e-02
       60000       1.301653e-03       3.400686e-04       7.685677e-04       7.971004e-02       3.974837e-03       1.693837e-02
       70000       9.185497e-04       1.965747e-04       4.869287e-04       6.292190e-02       4.915736e-03       1.541364e-02
       80000       1.679636e-03       7.144227e-05       9.502206e-04       6.252861e-02       3.191234e-03       1.590772e-02
       90000       5.037711e-04       1.207577e-04       2.747918e-04       5.383239e-02       4.340641e-03       1.653739e-02
      100000       1.543594e-03       6.619478e-05       7.550352e-04       6.578026e-02       4.285131e-03       1.667415e-02
      110000       7.042534e-04       2.048379e-04       3.596888e-04       5.686232e-02       5.238544e-03       1.599533e-02
      120000       6.588860e-04       2.378908e-04       4.518254e-04       7.614169e-02       5.285550e-03       1.743828e-02
      130000       9.270119e-04       9.708098e-05       4.580194e-04       4.613450e-02       5.392904e-03       1.601815e-02
      140000       9.178077e-04       1.241813e-04       4.958293e-04       6.316315e-02       4.552124e-03       1.556286e-02
      150000       8.692977e-04       2.157098e-04       5.550617e-04       6.653994e-02       4.614451e-03       1.645256e-02
      160000       9.444891e-04       2.011148e-04       5.331436e-04       8.418680e-02       5.384221e-03       1.714605e-02
      170000       1.254910e-03       3.173785e-04       6.558522e-04       7.040803e-02       4.085782e-03       1.552875e-02
      180000       1.245831e-03       2.773247e-04       7.350709e-04       1.003683e-01       3.944509e-03       1.624662e-02
      190000       9.921131e-04       9.413352e-05       5.539011e-04       6.688726e-02       3.581593e-03       1.617947e-02
      200000       1.121271e-03       2.371469e-04       6.204831e-04       1.076977e-01       3.971166e-03       1.676211e-02
      210000       8.627644e-04       9.725014e-05       4.812789e-04       4.581009e-02       3.565987e-03       1.644404e-02
      220000       1.131786e-03       3.676867e-05       5.290461e-04       6.696752e-02       4.224147e-03       1.632786e-02
      230000       9.722209e-04       1.683841e-04       5.633370e-04       6.197368e-02       3.950922e-03       1.569879e-02
      240000       6.090154e-04       1.300720e-04       3.268179e-04       9.248588e-02       3.697845e-03       1.620281e-02
      250000       1.396696e-03       2.060453e-04       6.238170e-04       1.050013e-01       4.276205e-03       1.686973e-02
      260000       1.309638e-03       2.469149e-04       6.830729e-04       8.075595e-02       3.322588e-03       1.705654e-02
      270000       1.125725e-03       1.027400e-04       5.756084e-04       5.247558e-02       4.131329e-03       1.523619e-02
      280000       1.436748e-03       3.060810e-04       7.345655e-04       8.351361e-02       4.262152e-03       1.579058e-02
      290000       1.482820e-03       1.246729e-04       7.844065e-04       9.784149e-02       4.505525e-03       1.625205e-02
      300000       8.035854e-04       2.088908e-04       4.726264e-04       8.623003e-02       4.853870e-03       1.665072e-02
      310000       1.001539e-03       1.452079e-04       5.466730e-04       8.024559e-02       4.782786e-03       1.719292e-02
      320000       7.667534e-04       1.650358e-04       4.676296e-04       6.245354e-02       4.263458e-03       1.647717e-02
      330000       6.228902e-04       1.825173e-04       3.635924e-04       5.014170e-02       5.198229e-03       1.559080e-02
      340000       8.304051e-04       1.405002e-04       4.581760e-04       1.056025e-01       4.501351e-03       1.657044e-02
      350000       1.027895e-03       5.843861e-05       5.571537e-04       6.652597e-02       4.526579e-03       1.548362e-02
      360000       8.494990e-04       7.987467e-05       5.367338e-04       8.474110e-02       5.409998e-03       1.679369e-02
      370000       1.021642e-03       1.401606e-04       4.996297e-04       5.531512e-02       5.519734e-03       1.586214e-02
      380000       8.550412e-04       1.113381e-04       5.090093e-04       5.048969e-02       4.794461e-03       1.586224e-02
      390000       1.014108e-03       1.718064e-04       6.103812e-04       1.129614e-01       4.336469e-03       1.624194e-02
      400000       1.212087e-03       1.338904e-04       6.426341e-04       5.832449e-02       5.146625e-03       1.555266e-02
      410000       7.188198e-04       9.533926e-05       3.860366e-04       7.211043e-02       4.242123e-03       1.635826e-02
      420000       5.944540e-04       1.671169e-04       4.046479e-04       6.292631e-02       3.796263e-03       1.642386e-02
      430000       1.225589e-03       2.091608e-04       5.800613e-04       6.525077e-02       4.512451e-03       1.671534e-02
      440000       1.236243e-03       8.814548e-05       7.370477e-04       8.438235e-02       4.356914e-03       1.693657e-02
      450000       9.409868e-04       1.069944e-04       5.044470e-04       7.653432e-02       4.033887e-03       1.569671e-02
      460000       4.104607e-04       1.675711e-04       3.297765e-04       6.068005e-02       4.773815e-03       1.485848e-02
      470000       7.512979e-04       2.238110e-04       4.470652e-04       5.865255e-02       4.122928e-03       1.522524e-02
      480000       1.799325e-03       1.058099e-04       8.712873e-04       5.528796e-02       3.730366e-03       1.670976e-02
      490000       1.228641e-03       9.058889e-05       5.952979e-04       9.675851e-02       3.742304e-03       1.566512e-02
      500000       1.363628e-03       8.167151e-05       7.690908e-04       7.528630e-02       4.557367e-03       1.618946e-02
      510000       8.831646e-04       1.465401e-04       5.362998e-04       9.464322e-02       4.744417e-03       1.579513e-02
      520000       7.913785e-04       1.758839e-04       4.262355e-04       1.018580e-01       3.217687e-03       1.579964e-02
      530000       6.828157e-04       1.475068e-04       4.153645e-04       6.223186e-02       5.097387e-03       1.583060e-02
      540000       1.079450e-03       2.876730e-04       5.912184e-04       9.710285e-02       3.155858e-03       1.662471e-02
      550000       1.322069e-03       2.834502e-04       7.433642e-04       7.406219e-02       3.805864e-03       1.563352e-02
      560000       6.605291e-04       1.787116e-04       3.919813e-04       9.104519e-02       4.927670e-03       1.686966e-02
      570000       1.481565e-03       1.125364e-04       7.132817e-04       5.969556e-02       4.777315e-03       1.580752e-02
      580000       7.411440e-04       1.976146e-04       4.283309e-04       7.785977e-02       4.640028e-03       1.643755e-02
      590000       7.439744e-04       1.171905e-04       4.379639e-04       8.987287e-02       5.063077e-03       1.629382e-02
      600000       1.171798e-03       9.280440e-05       5.763601e-04       1.076612e-01       4.640883e-03       1.766797e-02
      610000       5.184548e-04       7.437128e-05       3.161037e-04       8.653486e-02       4.542623e-03       1.714180e-02
      620000       1.051254e-03       2.230809e-04       6.054748e-04       8.292096e-02       4.128474e-03       1.562137e-02
      630000       1.309134e-03       2.030096e-04       6.552458e-04       6.334929e-02       4.256961e-03       1.527454e-02
      640000       1.110154e-03       1.313893e-04       4.895506e-04       7.492828e-02       4.675701e-03       1.594449e-02
      650000       5.489753e-04       2.395620e-04       3.946125e-04       8.510001e-02       4.888755e-03       1.634976e-02
