#step enthalpy vol
0 -738813.54971755039878 45413.895640553433623
1000 -738862.61190545023419 45413.895640553433623
2000 -738810.80375482304953 45413.895640553433623
3000 -738820.29234840150457 45413.895640553433623
4000 -738880.41080163407605 45413.895640553433623
5000 -738862.89324679248966 45413.895640553433623
6000 -738850.42556963826064 45413.895640553433623
7000 -738892.54148947296198 45413.895640553433623
8000 -738864.42193817556836 45413.895640553433623
9000 -738860.15317730896641 45413.895640553433623
10000 -738898.83491852623411 45413.895640553433623
11000 -738865.38117397320457 45413.895640553433623
12000 -738808.18691588332877 45413.895640553433623
13000 -738878.768863058649 45413.895640553433623
14000 -738853.95652881579008 45413.895640553433623
15000 -738905.19023785775062 45413.895640553433623
16000 -738860.12965689378325 45413.895640553433623
17000 -738852.72589097952005 45413.895640553433623
18000 -738840.78453205199912 45413.895640553433623
19000 -738848.60850737802684 45413.895640553433623
20000 -738852.13155049935449 45413.895640553433623
21000 -738863.78510579140857 45413.895640553433623
22000 -738861.13161873468198 45413.895640553433623
23000 -738844.24180792912375 45413.895640553433623
24000 -738860.32218485791236 45413.895640553433623
25000 -738928.01177727035247 45413.895640553433623
26000 -738849.90588400419801 45413.895640553433623
27000 -738861.17971590952948 45413.895640553433623
28000 -738848.17245463421568 45413.895640553433623
29000 -738848.31997958011925 45413.895640553433623
30000 -738862.4188227643026 45413.895640553433623
31000 -738912.89902585477103 45413.895640553433623
32000 -738868.32371279248036 45413.895640553433623
33000 -738864.79961254191585 45413.895640553433623
34000 -738876.12750842387322 45413.895640553433623
35000 -738883.8492706149118 45413.895640553433623
36000 -738862.47494000312872 45413.895640553433623
37000 -738892.82473726628814 45413.895640553433623
38000 -738872.28796034143306 45413.895640553433623
39000 -738860.90763579704799 45413.895640553433623
40000 -738842.23304802551866 45413.895640553433623
41000 -738834.92408170131966 45413.895640553433623
42000 -738823.18622641405091 45413.895640553433623
43000 -738881.40110322530381 45413.895640553433623
44000 -738851.26229815301485 45413.895640553433623
45000 -738885.77052556851413 45413.895640553433623
46000 -738858.492300719372 45413.895640553433623
47000 -738846.99281803681515 45413.895640553433623
48000 -738863.78542177099735 45413.895640553433623
49000 -738863.13928480062168 45413.895640553433623
50000 -738832.93092829862144 45413.895640553433623
51000 -738919.06431177968625 45413.895640553433623
52000 -738852.4478209464578 45413.895640553433623
53000 -738880.29578121786471 45413.895640553433623
54000 -738836.93634167325217 45413.895640553433623
55000 -738801.4289730413584 45413.895640553433623
56000 -738857.55746449541766 45413.895640553433623
57000 -738842.26833584404085 45413.895640553433623
58000 -738819.2372320513241 45413.895640553433623
59000 -738865.26905124168843 45413.895640553433623
60000 -738877.82013457210269 45413.895640553433623
61000 -738870.60170598188415 45413.895640553433623
62000 -738816.5246709624771 45413.895640553433623
63000 -738856.57440144591965 45413.895640553433623
64000 -738880.67606289917603 45413.895640553433623
65000 -738821.44444427127019 45413.895640553433623
66000 -738868.25926748826168 45413.895640553433623
67000 -738858.54590033099521 45413.895640553433623
68000 -738812.75629541603848 45413.895640553433623
69000 -738855.99163235863671 45413.895640553433623
70000 -738828.53550923068542 45413.895640553433623
71000 -738860.0957340238383 45413.895640553433623
72000 -738858.45003188611008 45413.895640553433623
73000 -738874.00470155535731 45413.895640553433623
74000 -738830.26647279993631 45413.895640553433623
75000 -738850.20864465122577 45413.895640553433623
76000 -738837.44765375938732 45413.895640553433623
77000 -738848.33649261819664 45413.895640553433623
78000 -738838.11780868971255 45413.895640553433623
79000 -738854.93261111981701 45413.895640553433623
80000 -738898.26902469072957 45413.895640553433623
81000 -738863.33775991061702 45413.895640553433623
82000 -738903.48535491595976 45413.895640553433623
83000 -738894.34633364586625 45413.895640553433623
84000 -738828.19382972852327 45413.895640553433623
85000 -738820.89844963955693 45413.895640553433623
86000 -738868.01505159260705 45413.895640553433623
87000 -738828.3953583505936 45413.895640553433623
88000 -738837.55235692847054 45413.895640553433623
89000 -738856.53152285353281 45413.895640553433623
90000 -738871.10472444933839 45413.895640553433623
91000 -738837.94418251444586 45413.895640553433623
92000 -738868.42841364233755 45413.895640553433623
93000 -738848.59945350093767 45413.895640553433623
94000 -738905.81435756408609 45413.895640553433623
95000 -738826.55275346909184 45413.895640553433623
96000 -738849.02463354554493 45413.895640553433623
97000 -738832.58246449008584 45413.895640553433623
98000 -738830.75004493072629 45413.895640553433623
99000 -738893.53363438462839 45413.895640553433623
100000 -738821.9982185427798 45413.895640553433623
101000 -738871.38679169793613 45413.895640553433623
102000 -738854.30954818066675 45413.895640553433623
103000 -738838.26876518281642 45413.895640553433623
104000 -738842.62124129501171 45413.895640553433623
105000 -738864.74383147316985 45413.895640553433623
106000 -738888.11859673215076 45413.895640553433623
107000 -738848.3757100206567 45413.895640553433623
108000 -738877.05683499469887 45413.895640553433623
109000 -738845.85337936365977 45413.895640553433623
110000 -738844.47365770640317 45413.895640553433623
111000 -738840.97452198830433 45413.895640553433623
112000 -738858.48366585723124 45413.895640553433623
113000 -738847.15674680448137 45413.895640553433623
114000 -738850.90479992947076 45413.895640553433623
115000 -738801.2173870325787 45413.895640553433623
116000 -738844.88326524803415 45413.895640553433623
117000 -738804.4917319935048 45413.895640553433623
118000 -738870.55607866239734 45413.895640553433623
