#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
           0       5.078255e-04       3.344716e-05       2.684481e-04       1.218245e-01       2.955078e-03       1.494936e-02
       10000       6.386567e-04       4.388829e-05       3.579670e-04       5.259460e-02       3.046152e-03       1.457036e-02
       20000       4.962185e-04       6.409360e-05       2.910825e-04       1.085408e-01       2.387008e-03       1.455699e-02
       30000       6.624401e-04       3.837701e-05       3.549453e-04       7.528162e-02       3.496602e-03       1.489840e-02
       40000       6.180823e-04       5.029445e-05       3.322998e-04       1.433519e-01       3.096362e-03       1.497026e-02
       50000       6.354660e-04       4.423707e-05       3.185620e-04       8.245708e-02       3.426615e-03       1.492407e-02
       60000       5.568634e-04       9.910624e-05       2.940900e-04       9.474553e-02       3.317824e-03       1.479615e-02
       70000       4.792515e-04       1.275122e-05       2.704783e-04       1.211606e-01       3.251546e-03       1.505157e-02
       80000       5.581813e-04       5.846549e-05       2.981898e-04       5.952417e-02       2.885097e-03       1.461965e-02
       90000       5.437623e-04       3.396871e-05       3.073180e-04       9.397908e-02       2.875398e-03       1.476106e-02
      100000       5.142285e-04       4.717874e-05       2.868362e-04       6.631851e-02       3.054148e-03       1.504054e-02
      110000       5.805878e-04       5.061854e-05       3.062054e-04       7.004434e-02       2.876493e-03       1.491539e-02
      120000       5.959701e-04       3.422329e-05       3.173420e-04       6.289580e-02       3.535719e-03       1.475408e-02
      130000       6.732032e-04       9.050176e-05       3.888844e-04       1.129904e-01       3.134387e-03       1.477526e-02
      140000       5.667372e-04       6.141415e-05       2.972912e-04       9.467269e-02       2.473736e-03       1.491533e-02
      150000       7.268380e-04       4.762840e-05       3.854655e-04       7.102533e-02       3.921686e-03       1.469281e-02
      160000       5.288382e-04       4.867494e-05       2.808683e-04       1.049092e-01       3.680274e-03       1.482204e-02
      170000       5.333479e-04       4.926824e-05       3.066464e-04       1.198085e-01       3.173614e-03       1.479318e-02
      180000       5.793854e-04       6.492730e-05       2.895534e-04       8.347655e-02       2.794377e-03       1.498280e-02
      190000       6.779721e-04       5.173028e-05       3.678939e-04       1.015137e-01       3.349246e-03       1.488858e-02
      200000       7.471912e-04       3.889749e-05       4.007830e-04       8.154891e-02       3.748789e-03       1.491971e-02
      210000       5.340368e-04       8.654100e-05       3.003171e-04       8.640625e-02       3.404443e-03       1.478084e-02
      220000       7.568916e-04       5.439085e-05       3.951036e-04       8.084785e-02       4.033643e-03       1.479223e-02
      230000       4.564184e-04       6.462672e-05       2.452333e-04       9.824970e-02       3.482185e-03       1.491651e-02
      240000       5.697144e-04       7.492986e-05       3.129242e-04       9.457136e-02       3.728663e-03       1.475425e-02
      250000       5.921390e-04       5.353809e-05       3.115067e-04       1.128448e-01       3.272720e-03       1.488044e-02
      260000       7.149850e-04       4.752934e-05       3.931455e-04       5.869927e-02       3.621796e-03       1.479017e-02
      270000       5.910542e-04       4.146868e-05       3.362111e-04       1.099050e-01       3.219816e-03       1.475697e-02
      280000       6.470992e-04       1.010132e-04       3.746990e-04       6.826823e-02       2.962448e-03       1.497545e-02
      290000       7.029784e-04       4.801257e-05       3.945589e-04       8.753787e-02       2.858145e-03       1.517378e-02
      300000       5.922288e-04       5.037124e-05       3.227323e-04       8.710968e-02       3.826902e-03       1.498194e-02
      310000       6.801526e-04       3.668023e-05       3.753218e-04       1.162214e-01       3.810035e-03       1.492208e-02
      320000       6.861575e-04       3.786881e-05       3.750682e-04       6.812217e-02       3.318435e-03       1.499323e-02
      330000       4.843502e-04       5.440311e-05       2.730993e-04       1.335339e-01       3.752740e-03       1.488419e-02
      340000       6.934826e-04       5.424652e-05       3.843765e-04       6.657492e-02       3.166162e-03       1.467430e-02
      350000       6.617832e-04       1.640795e-05       3.822226e-04       1.038953e-01       3.223433e-03       1.475906e-02
      360000       4.942462e-04       9.148698e-05       2.520034e-04       1.601398e-01       3.833941e-03       1.493227e-02
      370000       6.373470e-04       6.660112e-05       3.412630e-04       7.013896e-02       4.082293e-03       1.464568e-02
      380000       6.112226e-04       4.804595e-05       3.253333e-04       7.496217e-02       3.250983e-03       1.478039e-02
      390000       6.760907e-04       2.201183e-05       3.651535e-04       7.871982e-02       3.870385e-03       1.456484e-02
      400000       4.916569e-04       7.918470e-05       2.660109e-04       8.152117e-02       3.906491e-03       1.484699e-02
      410000       5.069261e-04       4.070701e-05       2.791425e-04       7.301416e-02       3.276358e-03       1.488044e-02
      420000       6.935133e-04       1.045309e-04       3.872213e-04       5.635592e-02       3.855685e-03       1.478986e-02
      430000       5.458688e-04       1.836255e-05       3.090870e-04       1.011747e-01       3.608508e-03       1.469654e-02
      440000       8.030261e-04       1.455209e-05       3.994297e-04       6.712758e-02       3.837694e-03       1.468128e-02
      450000       5.258701e-04       4.767232e-05       2.752790e-04       9.662142e-02       3.596463e-03       1.521078e-02
      460000       4.382210e-04       4.462810e-05       2.401806e-04       8.878202e-02       3.092754e-03       1.478044e-02
      470000       6.288003e-04       3.508744e-05       3.375570e-04       7.104653e-02       3.666120e-03       1.460487e-02
      480000       4.706850e-04       3.092651e-05       2.543445e-04       1.017575e-01       3.286821e-03       1.484218e-02
      490000       6.701216e-04       4.812211e-05       3.657642e-04       7.121817e-02       2.798845e-03       1.479135e-02
      500000       3.808446e-04       4.761039e-05       2.021031e-04       9.770196e-02       2.030996e-03       1.511631e-02
      510000       5.772203e-04       5.247051e-05       3.196589e-04       7.924950e-02       3.280714e-03       1.451783e-02
      520000       7.258407e-04       7.397637e-05       4.215260e-04       9.151354e-02       3.318988e-03       1.474976e-02
      530000       6.360597e-04       2.083263e-05       3.517400e-04       6.660456e-02       2.963425e-03       1.474744e-02
      540000       6.226265e-04       6.124851e-05       3.284978e-04       6.286456e-02       3.092507e-03       1.501267e-02
      550000       5.739296e-04       1.664183e-05       3.119848e-04       9.122786e-02       3.222102e-03       1.482542e-02
      560000       5.630284e-04       5.720869e-05       3.055023e-04       1.148224e-01       3.601533e-03       1.470979e-02
      570000       7.557238e-04       3.375335e-05       4.194119e-04       6.667699e-02       3.501816e-03       1.480523e-02
      580000       5.616666e-04       2.868701e-05       3.158173e-04       8.251368e-02       2.759385e-03       1.502883e-02
      590000       5.367353e-04       4.099081e-05       3.075090e-04       7.398898e-02       3.071221e-03       1.469812e-02
      600000       5.460516e-04       4.759544e-05       2.966055e-04       1.561711e-01       2.969334e-03       1.491560e-02
      610000       4.737574e-04       4.797677e-05       2.743108e-04       7.267386e-02       2.872464e-03       1.490112e-02
      620000       3.816595e-04       3.074149e-05       2.131927e-04       6.724461e-02       3.427637e-03       1.482948e-02
      630000       5.443239e-04       4.447435e-05       2.889731e-04       6.180885e-02       2.975320e-03       1.468745e-02
      640000       5.452510e-04       7.869181e-05       3.092512e-04       1.188939e-01       3.336252e-03       1.517182e-02
      650000       4.063724e-04       6.042959e-05       2.333560e-04       1.138135e-01       3.435693e-03       1.477373e-02
      660000       5.619009e-04       8.049403e-06       2.893067e-04       7.453916e-02       3.507541e-03       1.479562e-02
      670000       5.738465e-04       8.970470e-05       3.043912e-04       7.461341e-02       2.527629e-03       1.507989e-02
      680000       6.068104e-04       4.956603e-05       3.269420e-04       5.687524e-02       3.472253e-03       1.502132e-02
      690000       5.948535e-04       9.734554e-05       3.115658e-04       7.483487e-02       3.831593e-03       1.482784e-02
      700000       4.331376e-04       6.185125e-05       2.342374e-04       9.026447e-02       2.847697e-03       1.501452e-02
      710000       6.900968e-04       2.775393e-05       3.626375e-04       7.184230e-02       3.774111e-03       1.492632e-02
      720000       4.597713e-04       6.232093e-05       2.439101e-04       7.178304e-02       3.664678e-03       1.504575e-02
      730000       6.335051e-04       3.173495e-05       3.068086e-04       9.199393e-02       3.973333e-03       1.473619e-02
      740000       6.922210e-04       6.113358e-05       3.569472e-04       7.758566e-02       3.646124e-03       1.508388e-02
      750000       6.805586e-04       5.069284e-05       3.381394e-04       7.995875e-02       2.755530e-03       1.507953e-02
      760000       6.298868e-04       5.597214e-05       3.336362e-04       1.145225e-01       3.108333e-03       1.478753e-02
      770000       6.350613e-04       7.557514e-05       3.541903e-04       8.209530e-02       2.200989e-03       1.478249e-02
      780000       5.346235e-04       5.267980e-05       2.879577e-04       1.125223e-01       3.327163e-03       1.489748e-02
      790000       5.689299e-04       7.261279e-05       3.103318e-04       8.161946e-02       3.288661e-03       1.480748e-02
      800000       5.271230e-04       2.936938e-05       2.886652e-04       8.207360e-02       2.915891e-03       1.483018e-02
      810000       4.215824e-04       5.190965e-05       2.558147e-04       1.008563e-01       3.399413e-03       1.497046e-02
      820000       7.863402e-04       3.129855e-05       3.978128e-04       8.865957e-02       3.559467e-03       1.470128e-02
