#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
           0       1.039084e-02       9.832417e-06       4.399244e-03       3.461588e-03       8.642999e-04       2.372234e-03
        2000       6.989583e-03       7.946575e-05       3.401431e-03       4.813602e-02       4.823106e-03       1.664896e-02
        4000       7.201824e-03       1.694270e-04       3.469383e-03       5.152147e-02       4.620046e-03       1.601925e-02
        6000       7.062134e-03       1.805076e-04       3.385990e-03       4.393514e-02       3.792255e-03       1.589823e-02
        8000       6.965489e-03       8.488188e-05       3.414180e-03       5.221046e-02       4.385595e-03       1.645567e-02
       10000       6.955257e-03       1.099846e-04       3.376731e-03       4.542964e-02       3.974976e-03       1.657639e-02
       12000       7.178998e-03       1.636508e-04       3.477983e-03       4.870992e-02       3.174799e-03       1.625935e-02
       14000       7.197915e-03       2.104666e-04       3.416240e-03       5.653408e-02       5.874817e-03       1.642559e-02
       16000       7.028318e-03       9.117968e-05       3.367290e-03       4.194260e-02       3.992429e-03       1.585741e-02
       18000       7.067508e-03       1.331417e-04       3.412032e-03       4.892191e-02       4.357339e-03       1.576067e-02
       20000       6.945679e-03       2.033770e-04       3.303826e-03       4.605036e-02       4.120532e-03       1.565945e-02
       22000       7.167480e-03       1.584795e-04       3.319721e-03       5.976367e-02       4.202512e-03       1.599893e-02
       24000       7.204931e-03       3.199964e-04       3.461200e-03       5.189077e-02       5.206285e-03       1.635215e-02
       26000       7.260456e-03       2.006874e-04       3.460069e-03       4.607893e-02       4.169498e-03       1.667052e-02
       28000       7.362773e-03       4.145100e-05       3.462442e-03       5.960781e-02       4.772259e-03       1.632252e-02
       30000       6.736629e-03       1.946722e-04       3.326999e-03       4.582256e-02       4.081221e-03       1.646620e-02
       32000       7.293327e-03       2.053865e-04       3.467244e-03       4.421636e-02       5.108970e-03       1.614994e-02
       34000       7.235840e-03       8.219221e-05       3.470537e-03       5.099015e-02       4.186631e-03       1.624747e-02
       36000       6.717254e-03       1.128909e-04       3.265889e-03       5.031896e-02       4.457479e-03       1.605287e-02
       38000       7.113020e-03       1.879397e-04       3.422468e-03       5.144268e-02       4.182309e-03       1.652563e-02
       40000       7.246133e-03       2.276335e-04       3.415867e-03       4.739917e-02       5.183013e-03       1.571112e-02
       42000       7.352504e-03       8.847353e-05       3.496935e-03       4.676599e-02       4.194279e-03       1.599902e-02
       44000       7.283171e-03       1.268411e-04       3.471533e-03       5.368765e-02       5.669537e-03       1.607368e-02
       46000       7.211761e-03       4.950564e-05       3.477917e-03       4.905262e-02       4.349306e-03       1.632339e-02
       48000       7.380985e-03       1.168961e-04       3.516635e-03       5.256481e-02       4.335504e-03       1.623358e-02
       50000       7.419828e-03       5.771346e-05       3.513668e-03       5.332788e-02       3.788316e-03       1.639626e-02
       52000       7.157084e-03       1.696631e-04       3.453736e-03       4.729879e-02       3.629436e-03       1.603601e-02
       54000       6.940595e-03       1.443214e-04       3.410435e-03       6.434074e-02       4.057721e-03       1.646835e-02
