#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
           0       1.160120e-01       5.697818e-18       4.464980e-02       2.949334e-02       1.508626e-02       2.161947e-02
           0       1.158213e-01       3.032317e-17       4.548366e-02       3.384625e-02       1.151048e-02       2.003349e-02
        2000       1.014853e-01       2.932574e-04       3.639401e-02       1.028934e-01       1.203886e-02       3.807975e-02
        4000       1.022060e-01       1.606303e-04       3.687677e-02       1.046867e-01       8.549987e-03       3.761806e-02
        6000       1.005663e-01       4.508899e-04       3.633059e-02       1.451692e-01       1.120451e-02       3.852347e-02
        8000       9.987292e-02       2.350367e-04       3.619253e-02       1.100647e-01       1.221440e-02       3.897062e-02
       10000       1.016417e-01       3.570638e-04       3.664866e-02       1.310687e-01       8.747276e-03       3.985807e-02
       12000       1.007069e-01       2.629226e-04       3.622880e-02       1.040338e-01       8.678314e-03       3.929670e-02
       14000       1.009966e-01       2.051831e-04       3.671743e-02       9.606004e-02       9.741836e-03       3.770027e-02
       16000       1.003018e-01       3.121318e-04       3.643733e-02       9.228649e-02       1.080915e-02       3.847707e-02
       18000       1.033743e-01       1.777642e-04       3.759711e-02       1.179692e-01       9.459728e-03       3.829178e-02
       20000       1.004010e-01       4.810973e-05       3.640335e-02       1.112202e-01       9.745993e-03       3.754225e-02
       22000       1.024354e-01       2.630354e-04       3.701579e-02       1.188254e-01       8.449641e-03       3.761779e-02
       24000       1.016094e-01       5.221604e-04       3.662409e-02       1.684125e-01       1.325377e-02       3.938264e-02
       26000       1.036175e-01       6.513286e-04       3.740377e-02       1.127987e-01       1.366801e-02       3.903172e-02
       28000       1.006387e-01       3.741128e-04       3.656736e-02       1.412524e-01       1.027883e-02       3.806716e-02
       30000       1.016796e-01       3.291699e-04       3.671676e-02       1.128366e-01       1.258908e-02       3.935349e-02
       32000       9.966039e-02       3.987613e-04       3.609010e-02       9.197901e-02       8.112219e-03       3.801058e-02
       34000       1.018465e-01       2.183572e-04       3.707952e-02       1.039514e-01       8.910330e-03       3.807645e-02
       36000       9.929863e-02       4.091548e-04       3.617816e-02       1.182487e-01       8.533413e-03       3.732801e-02
       38000       1.027987e-01       5.461734e-04       3.712208e-02       1.092049e-01       1.085208e-02       3.817420e-02
       40000       1.014997e-01       3.839632e-04       3.680338e-02       1.194683e-01       9.004873e-03       3.802089e-02
