#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
           0       1.039084e-02       9.832417e-06       4.399244e-03       3.461588e-03       8.642999e-04       2.372234e-03
        2000       7.117510e-03       1.115513e-04       3.449252e-03       4.656110e-02       3.667712e-03       1.683457e-02
        4000       6.979889e-03       3.868622e-05       3.416281e-03       5.139857e-02       4.059288e-03       1.628191e-02
        6000       6.926387e-03       9.644735e-05       3.405338e-03       5.173302e-02       4.592572e-03       1.650265e-02
        8000       6.996682e-03       1.309758e-04       3.436409e-03       4.280962e-02       5.276639e-03       1.641761e-02
       10000       7.157633e-03       2.011703e-04       3.472679e-03       5.338010e-02       3.113223e-03       1.626176e-02
       12000       6.941856e-03       1.810441e-04       3.388359e-03       4.670165e-02       4.069995e-03       1.671121e-02
       14000       7.198405e-03       2.076661e-04       3.414657e-03       5.222176e-02       4.436324e-03       1.546120e-02
       16000       6.936059e-03       2.049240e-04       3.344927e-03       5.484161e-02       4.615414e-03       1.605027e-02
       18000       6.919864e-03       6.428592e-05       3.359011e-03       4.021151e-02       4.324508e-03       1.609328e-02
       20000       7.026120e-03       1.113162e-04       3.370515e-03       4.033674e-02       3.616951e-03       1.603721e-02
       22000       7.080365e-03       2.654390e-04       3.370555e-03       4.426173e-02       5.546768e-03       1.666986e-02
       24000       6.916327e-03       4.225883e-05       3.355768e-03       6.283803e-02       4.492243e-03       1.675533e-02
       26000       6.996142e-03       3.928805e-05       3.392632e-03       4.785198e-02       3.868857e-03       1.644408e-02
       28000       6.997275e-03       8.223761e-05       3.383276e-03       4.691067e-02       5.248974e-03       1.601487e-02
       30000       7.159930e-03       2.737064e-05       3.465120e-03       5.119251e-02       4.454438e-03       1.661679e-02
       32000       7.267541e-03       1.118116e-04       3.523005e-03       4.402343e-02       4.199559e-03       1.605532e-02
       34000       7.330119e-03       1.776745e-04       3.535967e-03       4.910198e-02       2.580322e-03       1.574982e-02
       36000       7.361652e-03       1.008802e-04       3.558017e-03       4.076707e-02       4.752549e-03       1.624831e-02
       38000       7.037488e-03       4.919402e-05       3.357226e-03       6.887266e-02       4.613106e-03       1.648332e-02
       40000       7.128344e-03       1.563101e-04       3.390367e-03       4.579655e-02       3.866083e-03       1.608779e-02
       42000       7.003964e-03       5.672467e-05       3.419671e-03       4.861477e-02       4.300535e-03       1.637470e-02
       44000       6.927190e-03       1.589921e-04       3.377328e-03       4.768585e-02       4.449362e-03       1.624185e-02
       46000       7.149152e-03       6.378800e-05       3.468218e-03       6.053661e-02       4.001206e-03       1.674982e-02
       48000       7.347878e-03       1.972880e-04       3.517291e-03       4.366752e-02       4.088731e-03       1.663682e-02
