#step enthalpy vol
0 -738813.54971755039878 45413.895640553433623
1000 -738898.69908922957256 45413.895640553433623
2000 -738883.53289930638857 45413.895640553433623
3000 -738861.10019061982166 45413.895640553433623
4000 -738884.6694849091582 45413.895640553433623
5000 -738856.02667126047891 45413.895640553433623
6000 -738886.67186056904029 45413.895640553433623
7000 -738849.46397106756922 45413.895640553433623
8000 -738885.53784617537167 45413.895640553433623
9000 -738886.17773189756554 45413.895640553433623
10000 -738857.76618770486675 45413.895640553433623
11000 -738877.19909964234103 45413.895640553433623
12000 -738896.74629411497153 45413.895640553433623
13000 -738859.51442515989766 45413.895640553433623
14000 -738887.27318031410687 45413.895640553433623
15000 -738853.49000315158628 45413.895640553433623
16000 -738853.87573373864871 45413.895640553433623
17000 -738826.69911071518436 45413.895640553433623
18000 -738829.25417408591602 45413.895640553433623
19000 -738850.83904206135776 45413.895640553433623
20000 -738812.58817609434482 45413.895640553433623
21000 -738868.10764462861698 45413.895640553433623
22000 -738837.32291390327737 45413.895640553433623
23000 -738838.79039119067602 45413.895640553433623
24000 -738813.53318064799532 45413.895640553433623
25000 -738903.55594242189545 45413.895640553433623
26000 -738839.65429894567933 45413.895640553433623
27000 -738839.17958769679535 45413.895640553433623
28000 -738840.02333166904282 45413.895640553433623
29000 -738898.52896434348077 45413.895640553433623
30000 -738859.60189250472467 45413.895640553433623
31000 -738845.94836653966922 45413.895640553433623
32000 -738852.56917893921491 45413.895640553433623
33000 -738873.05624740326311 45413.895640553433623
34000 -738843.0285625216784 45413.895640553433623
35000 -738832.0756957718404 45413.895640553433623
36000 -738823.70588618563488 45413.895640553433623
37000 -738842.55846243852284 45413.895640553433623
38000 -738855.2010103816865 45413.895640553433623
39000 -738788.34403371089138 45413.895640553433623
40000 -738809.87303662882186 45413.895640553433623
41000 -738849.91180591227021 45413.895640553433623
42000 -738823.83955592429265 45413.895640553433623
43000 -738855.36725501029287 45413.895640553433623
44000 -738817.35951255937107 45413.895640553433623
45000 -738810.86397704738192 45413.895640553433623
46000 -738860.56026697542984 45413.895640553433623
47000 -738848.08546985615976 45413.895640553433623
48000 -738831.18766840896569 45413.895640553433623
49000 -738830.28555350296665 45413.895640553433623
50000 -738829.03364582615905 45413.895640553433623
51000 -738853.1640702636214 45413.895640553433623
52000 -738833.57552030612715 45413.895640553433623
53000 -738831.47785426664632 45413.895640553433623
54000 -738854.99650760414079 45413.895640553433623
55000 -738850.72181592474226 45413.895640553433623
56000 -738845.54940153250936 45413.895640553433623
57000 -738878.86977670330089 45413.895640553433623
58000 -738867.432524599717 45413.895640553433623
59000 -738860.06570099655073 45413.895640553433623
60000 -738856.10428781050723 45413.895640553433623
61000 -738866.71378238743637 45413.895640553433623
62000 -738884.35192712838762 45413.895640553433623
63000 -738858.83343354833778 45413.895640553433623
64000 -738817.59976653393824 45413.895640553433623
65000 -738830.94080137950368 45413.895640553433623
66000 -738850.61758485226892 45413.895640553433623
67000 -738864.73355657083448 45413.895640553433623
68000 -738822.40585491829552 45413.895640553433623
69000 -738879.27990956965368 45413.895640553433623
70000 -738829.06922610278707 45413.895640553433623
71000 -738881.00349735084455 45413.895640553433623
72000 -738872.46230230620131 45413.895640553433623
73000 -738927.08918334322516 45413.895640553433623
74000 -738848.55069380265195 45413.895640553433623
75000 -738887.31279371236451 45413.895640553433623
76000 -738849.82784050074406 45413.895640553433623
77000 -738832.03602316160686 45413.895640553433623
78000 -738871.40283606061712 45413.895640553433623
79000 -738842.04309795133304 45413.895640553433623
80000 -738856.46612974337768 45413.895640553433623
81000 -738837.77803272835445 45413.895640553433623
82000 -738832.75387719576247 45413.895640553433623
83000 -738861.37358628772199 45413.895640553433623
84000 -738845.67829744587652 45413.895640553433623
85000 -738884.97034785919823 45413.895640553433623
86000 -738819.58881923998706 45413.895640553433623
87000 -738855.02823560091201 45413.895640553433623
88000 -738836.94884740351699 45413.895640553433623
89000 -738849.79136353731155 45413.895640553433623
90000 -738872.15718854498118 45413.895640553433623
91000 -738898.19170718383975 45413.895640553433623
92000 -738837.24662044481374 45413.895640553433623
93000 -738829.61603942210786 45413.895640553433623
94000 -738839.65259798418265 45413.895640553433623
95000 -738887.33317759877536 45413.895640553433623
96000 -738864.1645362341078 45413.895640553433623
97000 -738854.4803337805206 45413.895640553433623
98000 -738863.61072175123263 45413.895640553433623
99000 -738842.26940196810756 45413.895640553433623
100000 -738835.61443567450624 45413.895640553433623
101000 -738854.66900918597821 45413.895640553433623
102000 -738856.45557053934317 45413.895640553433623
103000 -738857.26800987264141 45413.895640553433623
104000 -738843.06160854396876 45413.895640553433623
105000 -738827.17308273096569 45413.895640553433623
106000 -738833.56394948379602 45413.895640553433623
107000 -738811.95882200740743 45413.895640553433623
108000 -738846.60502680623904 45413.895640553433623
109000 -738873.68396187969483 45413.895640553433623
110000 -738869.31159554782789 45413.895640553433623
111000 -738845.62416751403362 45413.895640553433623
112000 -738877.19368484872393 45413.895640553433623
113000 -738916.18378355156165 45413.895640553433623
114000 -738870.87275536009111 45413.895640553433623
115000 -738848.28452425089199 45413.895640553433623
116000 -738864.88396625965834 45413.895640553433623
117000 -738840.57073965645395 45413.895640553433623
118000 -738844.7655360478675 45413.895640553433623
119000 -738846.94687234889716 45413.895640553433623
120000 -738828.84179903822951 45413.895640553433623
121000 -738853.58663982350845 45413.895640553433623
122000 -738882.15090618433896 45413.895640553433623
123000 -738850.62581882812083 45413.895640553433623
124000 -738827.18273718806449 45413.895640553433623
125000 -738879.52445174125023 45413.895640553433623
126000 -738817.72390712972265 45413.895640553433623
127000 -738845.51212254667189 45413.895640553433623
128000 -738860.43667875020765 45413.895640553433623
129000 -738850.24667178909294 45413.895640553433623
130000 -738859.46882107923739 45413.895640553433623
131000 -738870.92049335071351 45413.895640553433623
132000 -738825.33835304924287 45413.895640553433623
133000 -738842.85813108517323 45413.895640553433623
134000 -738858.28932714427356 45413.895640553433623
135000 -738893.58799497224391 45413.895640553433623
136000 -738846.01039656810462 45413.895640553433623
137000 -738866.31227307510562 45413.895640553433623
138000 -738846.12098481960129 45413.895640553433623
139000 -738843.67510395648424 45413.895640553433623
140000 -738784.6500895509962 45413.895640553433623
141000 -738868.28581095545087 45413.895640553433623
142000 -738866.48432996694464 45413.895640553433623
143000 -738863.66367455490399 45413.895640553433623
144000 -738922.28645599714946 45413.895640553433623
145000 -738849.26445018418599 45413.895640553433623
146000 -738843.71862906427123 45413.895640553433623
147000 -738876.3592333906563 45413.895640553433623
148000 -738873.69948841654696 45413.895640553433623
149000 -738855.58740639453754 45413.895640553433623
150000 -738865.27614805474877 45413.895640553433623
151000 -738841.20448657765519 45413.895640553433623
152000 -738892.68242295004893 45413.895640553433623
153000 -738845.91006888158154 45413.895640553433623
154000 -738827.33089147403371 45413.895640553433623
155000 -738874.01065788173582 45413.895640553433623
156000 -738857.59545536758378 45413.895640553433623
157000 -738864.15330060163978 45413.895640553433623
158000 -738926.35752747114748 45413.895640553433623
159000 -738834.91002162825316 45413.895640553433623
160000 -738856.2727160617942 45413.895640553433623
161000 -738836.66978149837814 45413.895640553433623
162000 -738848.27980048209429 45413.895640553433623
163000 -738853.73559882584959 45413.895640553433623
164000 -738873.4009919349337 45413.895640553433623
165000 -738887.79291192989331 45413.895640553433623
166000 -738826.74654932855628 45413.895640553433623
167000 -738855.40205573115963 45413.895640553433623
168000 -738841.45473981276155 45413.895640553433623
169000 -738828.68652055913117 45413.895640553433623
170000 -738850.95575660618488 45413.895640553433623
171000 -738850.46535467612557 45413.895640553433623
172000 -738830.42115554283373 45413.895640553433623
173000 -738837.84672873246018 45413.895640553433623
174000 -738850.48361575556919 45413.895640553433623
175000 -738855.20547664584592 45413.895640553433623
176000 -738866.84988955094013 45413.895640553433623
177000 -738859.79590248374734 45413.895640553433623
178000 -738890.4072636658093 45413.895640553433623
179000 -738816.09627544274554 45413.895640553433623
180000 -738829.0870582757052 45413.895640553433623
181000 -738887.5943957894342 45413.895640553433623
182000 -738856.89543503557798 45413.895640553433623
183000 -738821.58654258970637 45413.895640553433623
184000 -738867.79008690954652 45413.895640553433623
185000 -738841.64427020330913 45413.895640553433623
186000 -738837.14424646634143 45413.895640553433623
187000 -738815.03984621900599 45413.895640553433623
188000 -738862.63820445828605 45413.895640553433623
189000 -738907.44654713070486 45413.895640553433623
190000 -738841.20916870085057 45413.895640553433623
191000 -738869.02513132663444 45413.895640553433623
192000 -738868.44304277806077 45413.895640553433623
193000 -738872.28880691388622 45413.895640553433623
194000 -738863.90951163938735 45413.895640553433623
195000 -738841.06635240116157 45413.895640553433623
196000 -738908.4300743980566 45413.895640553433623
197000 -738814.62826494965702 45413.895640553433623
198000 -738836.56006024975795 45413.895640553433623
199000 -738860.5850589168258 45413.895640553433623
200000 -738860.37193290586583 45413.895640553433623
201000 -738877.34140442626085 45413.895640553433623
202000 -738850.74592480249703 45413.895640553433623
203000 -738830.13391707628034 45413.895640553433623
204000 -738856.00909831013996 45413.895640553433623
205000 -738863.59085872222204 45413.895640553433623
206000 -738877.67997303977609 45413.895640553433623
207000 -738850.28061444067862 45413.895640553433623
208000 -738850.88120062905364 45413.895640553433623
